ASIGNATURA,TEMA O CONCEPTO,SOLO,BLOOM,TEMA_CLASIFICADO,APRENDIZAJE_ASIGNATURA
PROGRAMACIÓN IMPERATIVA,Vectores matrices apuntadores funciones en C++,Multiestructural,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ESTRUCTURAS DE DATOS,Estructuras y apuntadores,Abstracto Extendido,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ESTRUCTURAS DE DATOS,Listas Enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Revisión de código con énfasis en condicionales en código Java,Relacional,Analizar,Programación Java,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Modelado con UML,Abstracto Extendido,Aplicar,Algoritmia,Aplica algoritmos que utilizan estructuras de datos para resolver problemas
PROGRAMACIÓN IMPERATIVA,ciclos y funciones,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,apuntadores,Uniestructural,Aplicar,Programación Python,"Aplica técnicas de QoS para priorizar el tráfico de red, asegurando la entrega eficiente de servicios críticos mediante la virtualización de redes y redes definidas por software (SDN) para una administración más flexible y escalable."
PROGRAMACIÓN IMPERATIVA,Archivos,Uniestructural,Recordar,Otros,Comprender Código y Requerimientos Existentes
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,casos de uso y uml,Relacional,Evaluar,Otros,Evaluar Estrategias para Verificar la Calidad del Código
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,ArrayList,NO HAY VERBO,NO HAY VERBO,NO HAY TEMA,NO HAY VERBO
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
ESTRUCTURAS DE DATOS,Grafos,Multiestructural,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
PROGRAMACIÓN IMPERATIVA,ciclos y funciones,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,apuntadores,Uniestructural,Aplicar,Programación Python,"Aplica técnicas de QoS para priorizar el tráfico de red, asegurando la entrega eficiente de servicios críticos mediante la virtualización de redes y redes definidas por software (SDN) para una administración más flexible y escalable."
PROGRAMACIÓN IMPERATIVA,Archivos,Uniestructural,Recordar,Otros,Comprender Código y Requerimientos Existentes
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Arraylist,NO HAY VERBO,NO HAY VERBO,NO HAY TEMA,NO HAY VERBO
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
PROGRAMACIÓN IMPERATIVA,ciclos y funciones,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,apuntadores,Uniestructural,Aplicar,Programación Python,"Aplica técnicas de QoS para priorizar el tráfico de red, asegurando la entrega eficiente de servicios críticos mediante la virtualización de redes y redes definidas por software (SDN) para una administración más flexible y escalable."
PROGRAMACIÓN IMPERATIVA,archivos,Uniestructural,Recordar,Otros,Comprender Código y Requerimientos Existentes
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,casos de uso y UML,Relacional,Evaluar,Otros,Evaluar Estrategias para Verificar la Calidad del Código
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,ArrayList UML,NO HAY VERBO,NO HAY VERBO,Otros,NO HAY VERBO
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
ESTRUCTURAS DE DATOS,Grafos,Multiestructural,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ESTRUCTURAS DE DATOS,Multilistas,NO HAY VERBO,NO HAY VERBO,Programación Python,NO HAY VERBO
ALGORITMIA Y PROGRAMACIÓN,Proyecto integrador,Relacional,Crear,Proyecto Integrador,Integra aplicaciones orientadas a objetos con bases de datos para el desarrollo de soluciones prácticas
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ALGORITMIA Y PROGRAMACIÓN,Proyecto Integrador ? Diseño de página web ? concientización contaminación ambiental.,Abstracto Extendido,Crear,Proyecto Integrador,Integra aplicaciones orientadas a objetos con bases de datos para el desarrollo de soluciones prácticas
ALGORITMIA Y PROGRAMACIÓN,Revisión documento EL CAMBIO CLIMÁTICO Y SUS EFECTOS EN LA AGRICULTURA COLOMBIANA,Relacional,Analizar,Investigación,"Comprende el contexto histórico y social de la informática, mediante el análisis casuístico, relacionando tendencias tecnológicas actuales y sus implicaciones e impactos en la sociedad. "
ESTRUCTURAS DE DATOS,Diagrama de clases y casos de uso,Relacional,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Relaciones y casos de uso,Multiestructural,Comprender,Otros,"Explica fenómenos sociales o naturales a través de conocimientos científicos, tecnológicos y contextuales, en función de la resolución de problemas y la toma decisiones."
ALGORITMIA Y PROGRAMACIÓN,Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA,Relacional,Analizar,Proyecto Integrador,Aplica el proceso de análisis de datos a dataset para extraer patrones y características relevantes que permitan desarrollar soluciones IA a problemas específicos.
ALGORITMIA Y PROGRAMACIÓN,Proyecto Integrador,Relacional,Crear,Proyecto Integrador,Integra aplicaciones orientadas a objetos con bases de datos para el desarrollo de soluciones prácticas
ALGORITMIA Y PROGRAMACIÓN,Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA,Relacional,Analizar,Proyecto Integrador,Aplica el proceso de análisis de datos a dataset para extraer patrones y características relevantes que permitan desarrollar soluciones IA a problemas específicos.
ALGORITMIA Y PROGRAMACIÓN,Proyecto Integrador,Relacional,Crear,Proyecto Integrador,Integra aplicaciones orientadas a objetos con bases de datos para el desarrollo de soluciones prácticas
ALGORITMIA Y PROGRAMACIÓN,Arreglos y matrices,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
ALGORITMIA Y PROGRAMACIÓN,Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA,Relacional,Analizar,Proyecto Integrador,Aplica el proceso de análisis de datos a dataset para extraer patrones y características relevantes que permitan desarrollar soluciones IA a problemas específicos.
PROGRAMACIÓN IMPERATIVA,Funciones en C++,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,Sentencias de Decisión y Ciclos en C++,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,Vectores y funciones en C++,Relacional,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,Vectores y apuntadores en C++,Uniestructural,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
PROGRAMACIÓN IMPERATIVA,Vectores y matrices en C++,Multiestructural,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
PROGRAMACIÓN IMPERATIVA,Ejercicios prácticos de arreglos y matrices en C++,Abstracto Extendido,Aplicar,Otros,"Soluciona problemas de conectividad, rendimiento o seguridad además de llevar a cabo la documentación y mantenimiento de las redes para garantizar su estabilidad y evolución mediante herramientas de monitoreo y diagnóstico de redes"
PROGRAMACIÓN IMPERATIVA,Estructuras arreglos y matrices en C++,Abstracto Extendido,Crear,Otros,"Desarrolla aplicaciones web integrando componentes de tipo front-end y back-end, aplicando principios de arquitectura de software y patrones de diseño, para crear soluciones que respondan a necesidades específicas de usuarios finales."
PROGRAMACIÓN IMPERATIVA,Manejo de archivos en C++,Aplicar,Aplicar,Otros,"Soluciona problemas de conectividad, rendimiento o seguridad además de llevar a cabo la documentación y mantenimiento de las redes para garantizar su estabilidad y evolución mediante herramientas de monitoreo y diagnóstico de redes"
PROGRAMACIÓN IMPERATIVA,Vectores y Matrices en C ,Multiestructural,Analizar,Otros,Analiza datos empleando métodos estadísticos y herramientas de visualización de grandes volúmenes de datos y datos geoespaciales para interpretar tendencias y patrones.
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Casos de uso,Relacional,Evaluar,Otros,Evaluar Estrategias para Verificar la Calidad del Código
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,UML,NO HAY VERBO,NO HAY VERBO,Otros,NO HAY VERBO
ESTRUCTURAS DE DATOS,Definición de problema ? Proyecto Integrador,Multiestructural,Comprender,Proyecto Integrador,"Manipula datos empleando herramientas y aplicando técnicas para la extracción, limpieza, transformación y preprocesamiento de datos en diferentes entornos y formatos."
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
ESTRUCTURAS DE DATOS,Listas enlazadas,Multiestructural,Comprender,Programación Python,"Determina las aplicaciones del Deep Learning en diferentes contextos, como imágenes y lenguaje natural para la solución de problemas que pueden ser resueltos mediante estas técnicas."
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS,Diseño en Uml ,Abstracto Extendido,Crear,Algoritmia,Integra los algoritmos seleccionados con criterios de eficiencia y efectividad para la solución de problemas informáticos complejos.
